experiment_role,scenario,model,pCAV,vehN,realized_pcav,seed_scope,flow_valid_run_count,requested_pcav,assignment_seed_run_count,sumo_seed_run_count,independent_random_replication_count,cav_count,flow_mean,flow_std,flow_median,flow_min,flow_max,n_valid,max_flow_mean,max_flow_std,max_flow_median,max_flow_min,max_flow_max,max_flow_count,speed_mean,speed_std,speed_median,speed_min,speed_max,speed_count,speed_var_mean,speed_var_std,speed_var_median,speed_var_min,speed_var_max,speed_var_count,det_win_mean,det_win_std,det_win_median,det_win_min,det_win_max,det_win_count,ssm_raw_mean,ssm_raw_std,ssm_raw_median,ssm_raw_min,ssm_raw_max,ssm_raw_count,ssm_inv_mean,ssm_inv_std,ssm_inv_median,ssm_inv_min,ssm_inv_max,ssm_inv_count,ssm_warm_mean,ssm_warm_std,ssm_warm_median,ssm_warm_min,ssm_warm_max,ssm_warm_count,ssm_valid_mean,ssm_valid_std,ssm_valid_median,ssm_valid_min,ssm_valid_max,ssm_valid_count,ssm_mirr_mean,ssm_mirr_std,ssm_mirr_median,ssm_mirr_min,ssm_mirr_max,ssm_mirr_count,ssm_fragment_merged_count_mean,ssm_fragment_merged_count_std,ssm_fragment_merged_count_median,ssm_fragment_merged_count_min,ssm_fragment_merged_count_max,ssm_fragment_merged_count_count,ttc_mean,ttc_std,ttc_median,ttc_min,ttc_max,ttc_count,min_ttc_mean,min_ttc_std,min_ttc_median,min_ttc_min,min_ttc_max,min_ttc_count,ttc_veh_mean,ttc_veh_std,ttc_veh_median,ttc_veh_min,ttc_veh_max,ttc_veh_count,drac_mean,drac_std,drac_median,drac_min,drac_max,drac_count,max_drac_mean,max_drac_std,max_drac_median,max_drac_min,max_drac_max,max_drac_count,eb_mean,eb_std,eb_median,eb_min,eb_max,eb_count,eb_veh_mean,eb_veh_std,eb_veh_median,eb_veh_min,eb_veh_max,eb_veh_count,lc_mean,lc_std,lc_median,lc_min,lc_max,lc_count,unsafe_lc_mean,unsafe_lc_std,unsafe_lc_median,unsafe_lc_min,unsafe_lc_max,unsafe_lc_count,unsafe_lc_ratio_mean,unsafe_lc_ratio_std,unsafe_lc_ratio_median,unsafe_lc_ratio_min,unsafe_lc_ratio_max,unsafe_lc_ratio_count,co2_mean,co2_std,co2_median,co2_min,co2_max,co2_count,nox_mean,nox_std,nox_median,nox_min,nox_max,nox_count,pmx_mean,pmx_std,pmx_median,pmx_min,pmx_max,pmx_count,fuel_mean,fuel_std,fuel_median,fuel_min,fuel_max,fuel_count,ni_co2_mean,ni_co2_std,ni_co2_median,ni_co2_min,ni_co2_max,ni_co2_count,ni_nox_mean,ni_nox_std,ni_nox_median,ni_nox_min,ni_nox_max,ni_nox_count,ni_pmx_mean,ni_pmx_std,ni_pmx_median,ni_pmx_min,ni_pmx_max,ni_pmx_count,ni_fuel_mean,ni_fuel_std,ni_fuel_median,ni_fuel_min,ni_fuel_max,ni_fuel_count,wn_co2_per_k_mean,wn_co2_per_k_std,wn_co2_per_k_median,wn_co2_per_k_min,wn_co2_per_k_max,wn_co2_per_k_count,wn_nox_per_k_mean,wn_nox_per_k_std,wn_nox_per_k_median,wn_nox_per_k_min,wn_nox_per_k_max,wn_nox_per_k_count,wn_pmx_per_k_mean,wn_pmx_per_k_std,wn_pmx_per_k_median,wn_pmx_per_k_min,wn_pmx_per_k_max,wn_pmx_per_k_count,wn_fuel_per_k_mean,wn_fuel_per_k_std,wn_fuel_per_k_median,wn_fuel_per_k_min,wn_fuel_per_k_max,wn_fuel_per_k_count,veh_km_mean,veh_km_std,veh_km_median,veh_km_min,veh_km_max,veh_km_count,non_internal_edge_vehicle_km_mean,non_internal_edge_vehicle_km_std,non_internal_edge_vehicle_km_median,non_internal_edge_vehicle_km_min,non_internal_edge_vehicle_km_max,non_internal_edge_vehicle_km_count,time_loss_mean,time_loss_std,time_loss_median,time_loss_min,time_loss_max,time_loss_count,laps_mean,laps_std,laps_median,laps_min,laps_max,laps_count,lap_mean,lap_std,lap_median,lap_min,lap_max,lap_count,lap_med_mean,lap_med_std,lap_med_median,lap_med_min,lap_med_max,lap_med_count,lap_p95_mean,lap_p95_std,lap_p95_median,lap_p95_min,lap_p95_max,lap_p95_count,lap_std_mean,lap_std_std,lap_std_median,lap_std_min,lap_std_max,lap_std_count,ttc_per_k_mean,ttc_per_k_std,ttc_per_k_median,ttc_per_k_min,ttc_per_k_max,ttc_per_k_count,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_mean,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_std,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_median,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_min,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_max,whole_network_ttc_events_per_1000_non_internal_edge_veh_km_count,eb_per_k_mean,eb_per_k_std,eb_per_k_median,eb_per_k_min,eb_per_k_max,eb_per_k_count,lc_per_k_mean,lc_per_k_std,lc_per_k_median,lc_per_k_min,lc_per_k_max,lc_per_k_count,co2_per_k_mean,co2_per_k_std,co2_per_k_median,co2_per_k_min,co2_per_k_max,co2_per_k_count,nox_per_k_mean,nox_per_k_std,nox_per_k_median,nox_per_k_min,nox_per_k_max,nox_per_k_count,pmx_per_k_mean,pmx_per_k_std,pmx_per_k_median,pmx_per_k_min,pmx_per_k_max,pmx_per_k_count,fuel_per_k_mean,fuel_per_k_std,fuel_per_k_median,fuel_per_k_min,fuel_per_k_max,fuel_per_k_count,tl_per_k_mean,tl_per_k_std,tl_per_k_median,tl_per_k_min,tl_per_k_max,tl_per_k_count,delay_mean,delay_std,delay_median,delay_min,delay_max,delay_count,delay_p95_mean,delay_p95_std,delay_p95_median,delay_p95_min,delay_p95_max,delay_p95_count,drac_per_k_mean,drac_per_k_std,drac_per_k_median,drac_per_k_min,drac_per_k_max,drac_per_k_count,assignment_seed_level_count,sumo_seed_level_count,seed_pair_combination_count
safety,scenario_0,CACC,0.2,30,0.2,vehicle_type_assignment,1,,1,1,0,6,906.0,0.0,906.0,906.0,906.0,1,930.0,0.0,930.0,930.0,930.0,1,27.6604,0.0,27.6604,27.6604,27.6604,1,0.01128384,0.0,0.01128384,0.01128384,0.01128384,1,25.0,0.0,25.0,25,25,1,4014.0,0.0,4014.0,4014,4014,1,0.0,0.0,0.0,0,0,1,616.0,0.0,616.0,616,616,1,3398.0,0.0,3398.0,3398,3398,1,1699.0,0.0,1699.0,1699,1699,1,0.0,0.0,0.0,0,0,1,1673.0,0.0,1673.0,1673,1673,1,1.13,0.0,1.13,1.13,1.13,1,30.0,0.0,30.0,30,30,1,3.0,0.0,3.0,3,3,1,3.11,0.0,3.11,3.11,3.11,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,555.6683969299999,0.0,555.6683969299999,555.6683969299999,555.6683969299999,1,234.06599999999997,0.0,234.06599999999997,234.06599999999997,234.06599999999997,1,12.134489999999998,0.0,12.134489999999998,12.134489999999998,12.134489999999998,1,177.23100533000002,0.0,177.23100533000002,177.23100533000002,177.23100533000002,1,553.21231046,0.0,553.21231046,553.21231046,553.21231046,1,233.02995,0.0,233.02995,233.02995,233.02995,1,12.089539999999998,0.0,12.089539999999998,12.089539999999998,12.089539999999998,1,176.44759029000005,0.0,176.44759029000005,176.44759029000005,176.44759029000005,1,359.04806189745483,0.0,359.04806189745483,359.04806189745483,359.04806189745483,1,151.24297894284723,0.0,151.24297894284723,151.24297894284723,151.24297894284723,1,7.840764637120259,0.0,7.840764637120259,7.840764637120259,7.840764637120259,1,114.51874773416408,0.0,114.51874773416408,114.51874773416408,114.51874773416408,1,1547.6156423000002,0.0,1547.6156423000002,1547.6156423000002,1547.6156423000002,1,1524.7384500000005,0.0,1524.7384500000005,1524.7384500000005,1524.7384500000005,1,47173.73,0.0,47173.73,47173.73,47173.73,1,146.0,0.0,146.0,146,146,1,119.23356164383566,0.0,119.23356164383566,119.23356164383566,119.23356164383566,1,119.10000000000014,0.0,119.10000000000014,119.10000000000014,119.10000000000014,1,121.0,0.0,121.0,121.0,121.0,1,0.969414270073412,0.0,0.969414270073412,0.969414270073412,0.969414270073412,1,1081.01776324363,0.0,1081.01776324363,1081.01776324363,1081.01776324363,1,1097.237365529806,0.0,1097.237365529806,1097.237365529806,1097.237365529806,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,362.824398151696,0.0,362.824398151696,362.824398151696,362.824398151696,1,152.83273665722794,0.0,152.83273665722794,152.83273665722794,152.83273665722794,1,7.928927089101736,0.0,7.928927089101736,7.928927089101736,7.928927089101736,1,115.7231853699236,0.0,115.7231853699236,115.7231853699236,115.7231853699236,1,30.481554147315556,0.0,30.481554147315556,30.481554147315556,30.481554147315556,1,11.520856353591068,0.0,11.520856353591068,11.520856353591068,11.520856353591068,1,28.300000000000185,0.0,28.300000000000185,28.300000000000185,28.300000000000185,1,1.9384658037841545,0.0,1.9384658037841545,1.9384658037841545,1.9384658037841545,1,1,1,1
safety,scenario_0,CACC,0.6,30,0.6,vehicle_type_assignment,1,,1,1,0,18,914.4,0.0,914.4,914.4,914.4,1,960.0,0.0,960.0,960.0,960.0,1,28.3424,0.0,28.3424,28.3424,28.3424,1,0.0331702399999999,0.0,0.0331702399999999,0.0331702399999999,0.0331702399999999,1,25.0,0.0,25.0,25,25,1,3412.0,0.0,3412.0,3412,3412,1,0.0,0.0,0.0,0,0,1,518.0,0.0,518.0,518,518,1,2894.0,0.0,2894.0,2894,2894,1,1447.0,0.0,1447.0,1447,1447,1,0.0,0.0,0.0,0,0,1,1422.0,0.0,1422.0,1422,1422,1,1.02,0.0,1.02,1.02,1.02,1,30.0,0.0,30.0,30,30,1,5.0,0.0,5.0,5,5,1,3.12,0.0,3.12,3.12,3.12,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,568.0539053700002,0.0,568.0539053700002,568.0539053700002,568.0539053700002,1,239.71711999999997,0.0,239.71711999999997,239.71711999999997,239.71711999999997,1,12.497119999999994,0.0,12.497119999999994,12.497119999999994,12.497119999999994,1,181.18138829,0.0,181.18138829,181.18138829,181.18138829,1,564.6275974,0.0,564.6275974,564.6275974,564.6275974,1,238.29333,0.0,238.29333,238.29333,238.29333,1,12.437859999999995,0.0,12.437859999999995,12.437859999999995,12.437859999999995,1,180.08849851999997,0.0,180.08849851999997,180.08849851999997,180.08849851999997,1,364.4525654884545,0.0,364.4525654884545,364.4525654884545,364.4525654884545,1,153.79793809990343,0.0,153.79793809990343,153.79793809990343,153.79793809990343,1,8.017914148922966,0.0,8.017914148922966,8.017914148922966,8.017914148922966,1,116.242527613714,0.0,116.242527613714,116.242527613714,116.242527613714,1,1558.6497644999993,0.0,1558.6497644999993,1558.6497644999993,1558.6497644999993,1,1535.5842582999996,0.0,1535.5842582999996,1535.5842582999996,1535.5842582999996,1,46751.87000000002,0.0,46751.87000000002,46751.87000000002,46751.87000000002,1,432.0,0.0,432.0,432,432,1,118.42222222222225,0.0,118.42222222222225,118.42222222222225,118.42222222222225,1,118.39999999999998,0.0,118.39999999999998,118.39999999999998,118.39999999999998,1,120.29999999999971,0.0,120.29999999999971,120.29999999999971,120.29999999999971,1,1.119675327720573,0.0,1.119675327720573,1.119675327720573,1.119675327720573,1,912.3281139789378,0.0,912.3281139789378,912.3281139789378,912.3281139789378,1,926.0318945794968,0.0,926.0318945794968,926.0318945794968,926.0318945794968,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,367.6956144530178,0.0,367.6956144530178,367.6956144530178,367.6956144530178,1,155.18088878027933,0.0,155.18088878027933,155.18088878027933,155.18088878027933,1,8.099757426381531,0.0,8.099757426381531,8.099757426381531,8.099757426381531,1,117.27685898484702,0.0,117.27685898484702,117.27685898484702,117.27685898484702,1,29.995109270104432,0.0,29.995109270104432,29.995109270104432,29.995109270104432,1,18.74305555555553,0.0,18.74305555555553,18.74305555555553,18.74305555555553,1,28.300000000000185,0.0,28.300000000000185,28.300000000000185,28.300000000000185,1,3.2079047608260822,0.0,3.2079047608260822,3.2079047608260822,3.2079047608260822,1,1,1,1
safety,scenario_0,CACC,1.0,30,1.0,vehicle_type_assignment,1,,1,1,0,30,1149.6,0.0,1149.6,1149.6,1149.6,1,1170.0,0.0,1170.0,1170.0,1170.0,1,32.26,0.0,32.26,32.26,32.26,1,0.0,0.0,0.0,0.0,0.0,1,25.0,0.0,25.0,25,25,1,9304.0,0.0,9304.0,9304,9304,1,0.0,0.0,0.0,0,0,1,1612.0,0.0,1612.0,1612,1612,1,7692.0,0.0,7692.0,7692,7692,1,3846.0,0.0,3846.0,3846,3846,1,0.0,0.0,0.0,0,0,1,3832.0,0.0,3832.0,3832,3832,1,1.96,0.0,1.96,1.96,1.96,1,30.0,0.0,30.0,30,30,1,0.0,0.0,0.0,0,0,1,,,,,,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,819.2536708,0.0,819.2536708,819.2536708,819.2536708,1,349.11113999999986,0.0,349.11113999999986,349.11113999999986,349.11113999999986,1,19.492179999999998,0.0,19.492179999999998,19.492179999999998,19.492179999999998,1,261.30137781999986,0.0,261.30137781999986,261.30137781999986,261.30137781999986,1,813.9996956999997,0.0,813.9996956999997,813.9996956999997,813.9996956999997,1,346.96252000000004,0.0,346.96252000000004,346.96252000000004,346.96252000000004,1,19.40684,0.0,19.40684,19.40684,19.40684,1,259.62550728,0.0,259.62550728,259.62550728,259.62550728,1,417.3682401587016,0.0,417.3682401587016,417.3682401587016,417.3682401587016,1,177.8544391254475,0.0,177.8544391254475,177.8544391254475,177.8544391254475,1,9.930278195168064,0.0,9.930278195168064,9.930278195168064,9.930278195168064,1,133.11981392195833,0.0,133.11981392195833,133.11981392195833,133.11981392195833,1,1962.903718999999,0.0,1962.903718999999,1962.903718999999,1962.903718999999,1,1933.8685522,0.0,1933.8685522,1933.8685522,1933.8685522,1,35003.29999999999,0.0,35003.29999999999,35003.29999999999,35003.29999999999,1,930.0,0.0,930.0,930,930,1,94.0,0.0,94.0,94.0,94.0,1,94.0,0.0,94.0,94.0,94.0,1,94.0,0.0,94.0,94.0,94.0,1,3.2068937559550063e-14,0.0,3.2068937559550063e-14,3.2068937559550063e-14,3.2068937559550063e-14,1,1952.209862821092,0.0,1952.209862821092,1952.209862821092,1952.209862821092,1,1981.5204066691376,0.0,1981.5204066691376,1981.5204066691376,1981.5204066691376,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,420.917799596038,0.0,420.917799596038,420.917799596038,420.917799596038,1,179.413704000352,0.0,179.413704000352,179.413704000352,179.413704000352,1,10.035242559750232,0.0,10.035242559750232,10.035242559750232,10.035242559750232,1,134.25188955301323,0.0,134.25188955301323,134.25188955301323,134.25188955301323,1,17.83240800920812,0.0,17.83240800920812,17.83240800920812,17.83240800920812,1,2.40000000000009,0.0,2.40000000000009,2.40000000000009,2.40000000000009,1,2.400000000000091,0.0,2.400000000000091,2.400000000000091,2.400000000000091,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1
safety,scenario_0,CACC,0.2,60,0.2,vehicle_type_assignment,1,,1,1,0,12,1004.4,0.0,1004.4,1004.4,1004.4,1,1050.0,0.0,1050.0,1050.0,1050.0,1,27.732000000000003,0.0,27.732000000000003,27.732000000000003,27.732000000000003,1,0.016008,0.0,0.016008,0.016008,0.016008,1,25.0,0.0,25.0,25,25,1,2554.0,0.0,2554.0,2554,2554,1,0.0,0.0,0.0,0,0,1,372.0,0.0,372.0,372,372,1,2182.0,0.0,2182.0,2182,2182,1,1091.0,0.0,1091.0,1091,1091,1,0.0,0.0,0.0,0,0,1,1064.0,0.0,1064.0,1064,1064,1,1.03,0.0,1.03,1.03,1.03,1,54.0,0.0,54.0,54,54,1,1.0,0.0,1.0,1,1,1,3.05,0.0,3.05,3.05,3.05,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,615.3181761399999,0.0,615.3181761399999,615.3181761399999,615.3181761399999,1,258.99747,0.0,258.99747,258.99747,258.99747,1,12.75963,0.0,12.75963,12.75963,12.75963,1,196.25824218,0.0,196.25824218,196.25824218,196.25824218,1,612.6283712699999,0.0,612.6283712699999,612.6283712699999,612.6283712699999,1,257.87546999999995,0.0,257.87546999999995,257.87546999999995,257.87546999999995,1,12.712419999999998,0.0,12.712419999999998,12.712419999999998,12.712419999999998,1,195.40027336000003,0.0,195.40027336000003,195.40027336000003,195.40027336000003,1,358.1548329933216,0.0,358.1548329933216,358.1548329933216,358.1548329933216,1,150.75321875822078,0.0,150.75321875822078,150.75321875822078,150.75321875822078,1,7.426926960575933,0.0,7.426926960575933,7.426926960575933,7.426926960575933,1,114.23494490685724,0.0,114.23494490685724,114.23494490685724,114.23494490685724,1,1718.0228198999998,0.0,1718.0228198999998,1718.0228198999998,1718.0228198999998,1,1692.6113395999998,0.0,1692.6113395999998,1692.6113395999998,1692.6113395999998,1,109830.66999999995,0.0,109830.66999999995,109830.66999999995,109830.66999999995,1,126.0,0.0,126.0,126,126,1,188.186507936508,0.0,188.186507936508,188.186507936508,188.186507936508,1,187.99999999999997,0.0,187.99999999999997,187.99999999999997,187.99999999999997,1,192.5999999999999,0.0,192.5999999999999,192.5999999999999,192.5999999999999,1,1.694217671900028,0.0,1.694217671900028,1.694217671900028,1.694217671900028,1,619.316569998722,0.0,619.316569998722,619.316569998722,619.316569998722,1,628.6144817223344,0.0,628.6144817223344,628.6144817223344,628.6144817223344,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,361.94273129162485,0.0,361.94273129162485,361.94273129162485,361.94273129162485,1,152.35362304788848,0.0,152.35362304788848,152.35362304788848,152.35362304788848,1,7.5105369452412,0.0,7.5105369452412,7.5105369452412,7.5105369452412,1,115.44308417913427,0.0,115.44308417913427,115.44308417913427,115.44308417913427,1,63.92852803107285,0.0,63.92852803107285,63.92852803107285,63.92852803107285,1,79.58040712468188,0.0,79.58040712468188,79.58040712468188,79.58040712468188,1,97.0,0.0,97.0,97.0,97.0,1,0.5820644454875207,0.0,0.5820644454875207,0.5820644454875207,0.5820644454875207,1,1,1,1
safety,scenario_0,CACC,0.6,60,0.6,vehicle_type_assignment,1,,1,1,0,36,1257.6,0.0,1257.6,1257.6,1257.6,1,1320.0,0.0,1320.0,1320.0,1320.0,1,28.3528,0.0,28.3528,28.3528,28.3528,1,0.05215616,0.0,0.05215616,0.05215616,0.05215616,1,25.0,0.0,25.0,25,25,1,3774.0,0.0,3774.0,3774,3774,1,0.0,0.0,0.0,0,0,1,558.0,0.0,558.0,558,558,1,3216.0,0.0,3216.0,3216,3216,1,1608.0,0.0,1608.0,1608,1608,1,0.0,0.0,0.0,0,0,1,1575.0,0.0,1575.0,1575,1575,1,1.02,0.0,1.02,1.02,1.02,1,56.0,0.0,56.0,56,56,1,0.0,0.0,0.0,0,0,1,,,,,,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,777.4870960300003,0.0,777.4870960300003,777.4870960300003,777.4870960300003,1,327.40295,0.0,327.40295,327.40295,327.40295,1,16.482200000000002,0.0,16.482200000000002,16.482200000000002,16.482200000000002,1,247.98183697,0.0,247.98183697,247.98183697,247.98183697,1,773.0896541300002,0.0,773.0896541300002,773.0896541300002,773.0896541300002,1,325.59297999999995,0.0,325.59297999999995,325.59297999999995,325.59297999999995,1,16.408879999999996,0.0,16.408879999999996,16.408879999999996,16.408879999999996,1,246.5791782,0.0,246.5791782,246.5791782,246.5791782,1,361.83780332991694,0.0,361.83780332991694,361.83780332991694,361.83780332991694,1,152.37135746258534,0.0,152.37135746258534,152.37135746258534,152.37135746258534,1,7.670716430532543,0.0,7.670716430532543,7.670716430532543,7.670716430532543,1,115.4092506655314,0.0,115.4092506655314,115.4092506655314,115.4092506655314,1,2148.7171569,0.0,2148.7171569,2148.7171569,2148.7171569,1,2116.9172954999995,0.0,2116.9172954999995,2116.9172954999995,2116.9172954999995,1,107047.33999999998,0.0,107047.33999999998,107047.33999999998,107047.33999999998,1,586.0,0.0,586.0,586,586,1,159.06928327645062,0.0,159.06928327645062,159.06928327645062,159.06928327645062,1,158.9000000000001,0.0,158.9000000000001,158.9000000000001,158.9000000000001,1,161.10000000000014,0.0,161.10000000000014,161.10000000000014,161.10000000000014,1,1.376513810788068,0.0,1.376513810788068,1.376513810788068,1.376513810788068,1,732.9954968443991,0.0,732.9954968443991,732.9954968443991,732.9954968443991,1,744.0063923838826,0.0,744.0063923838826,744.0063923838826,744.0063923838826,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,365.19596479908887,0.0,365.19596479908887,365.19596479908887,365.19596479908887,1,153.8052434509953,0.0,153.8052434509953,153.8052434509953,153.8052434509953,1,7.751308959911137,0.0,7.751308959911137,7.751308959911137,7.751308959911137,1,116.4803078155965,0.0,116.4803078155965,116.4803078155965,116.4803078155965,1,49.81918613915639,0.0,49.81918613915639,49.81918613915639,49.81918613915639,1,59.098300000000094,0.0,59.098300000000094,59.098300000000094,59.098300000000094,1,69.29999999999995,0.0,69.29999999999995,69.29999999999995,69.29999999999995,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1
safety,scenario_0,CACC,1.0,60,1.0,vehicle_type_assignment,1,,1,1,0,60,1845.6,0.0,1845.6,1845.6,1845.6,1,1860.0,0.0,1860.0,1860.0,1860.0,1,32.17999999999998,0.0,32.17999999999998,32.17999999999998,32.17999999999998,1,4.543838814073028e-28,0.0,4.543838814073028e-28,4.543838814073028e-28,4.543838814073028e-28,1,25.0,0.0,25.0,25,25,1,29504.0,0.0,29504.0,29504,29504,1,0.0,0.0,0.0,0,0,1,4736.0,0.0,4736.0,4736,4736,1,24768.0,0.0,24768.0,24768,24768,1,12384.0,0.0,12384.0,12384,12384,1,0.0,0.0,0.0,0,0,1,12320.0,0.0,12320.0,12320,12320,1,1.38,0.0,1.38,1.38,1.38,1,56.0,0.0,56.0,56,56,1,0.0,0.0,0.0,0,0,1,,,,,,0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,1,,,,,,0,1276.2969165199995,0.0,1276.2969165199995,1276.2969165199995,1276.2969165199995,1,546.7154400000002,0.0,546.7154400000002,546.7154400000002,546.7154400000002,1,29.92392,0.0,29.92392,29.92392,29.92392,1,407.07607428000034,0.0,407.07607428000034,407.07607428000034,407.07607428000034,1,1268.1782075999995,0.0,1268.1782075999995,1268.1782075999995,1268.1782075999995,1,543.3952,0.0,543.3952,543.3952,543.3952,1,29.792000000000005,0.0,29.792000000000005,29.792000000000005,29.792000000000005,1,404.4864342000001,0.0,404.4864342000001,404.4864342000001,404.4864342000001,1,404.5246074775003,0.0,404.5246074775003,404.5246074775003,404.5246074775003,1,173.28244384614817,0.0,173.28244384614817,173.28244384614817,173.28244384614817,1,9.484440364546186,0.0,9.484440364546186,9.484440364546186,9.484440364546186,1,129.02349526205916,0.0,129.02349526205916,129.02349526205916,129.02349526205916,1,3155.0538408,0.0,3155.0538408,3155.0538408,3155.0538408,1,3108.415332400002,0.0,3108.415332400002,3108.415332400002,3108.415332400002,1,80428.04000000004,0.0,80428.04000000004,80428.04000000004,80428.04000000004,1,1492.0,0.0,1492.0,1492,1492,1,109.2000000000006,0.0,109.2000000000006,109.2000000000006,109.2000000000006,1,109.20000000000005,0.0,109.20000000000005,109.20000000000005,109.20000000000005,1,109.20000000000029,0.0,109.20000000000029,109.20000000000029,109.20000000000029,1,6.381065222472867e-13,0.0,6.381065222472867e-13,6.381065222472867e-13,6.381065222472867e-13,1,3904.8461996693286,0.0,3904.8461996693286,3904.8461996693286,3904.8461996693286,1,3963.43431702473,0.0,3963.43431702473,3963.43431702473,3963.43431702473,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,407.98222630720375,0.0,407.98222630720375,407.98222630720375,407.98222630720375,1,174.81421943072374,0.0,174.81421943072374,174.81421943072374,174.81421943072374,1,9.584304802987074,0.0,9.584304802987074,9.584304802987074,9.584304802987074,1,130.12625114279592,0.0,130.12625114279592,130.12625114279592,130.12625114279592,1,25.491812202991305,0.0,25.491812202991305,25.491812202991305,25.491812202991305,1,17.599999999999607,0.0,17.599999999999607,17.599999999999607,17.599999999999607,1,17.600000000000364,0.0,17.600000000000364,17.600000000000364,17.600000000000364,1,0.0,0.0,0.0,0.0,0.0,1,1,1,1
